X,y
0.0,3.0875482273583996
0.10101010101010101,5.352957257543865
0.20202020202020202,4.234260353646406
0.30303030303030304,4.308903310420122
0.40404040404040403,5.571827226640602
0.5050505050505051,4.192471509999142
0.6060606060606061,2.369835943309286
0.7070707070707071,4.642675059886901
0.8080808080808081,6.5694631921201605
0.9090909090909091,5.285525208250523
1.0101010101010102,7.386324254372469
1.1111111111111112,7.275768067119544
1.2121212121212122,6.295863385291065
1.3131313131313131,6.32927177512065
1.4141414141414141,6.167861386210083
1.5151515151515151,7.167798757666023
1.6161616161616161,6.275523718612382
1.7171717171717171,6.919132853599725
1.8181818181818181,7.43048493119728
1.9191919191919191,8.640154599389032
2.0202020202020203,10.7805913034512
2.121212121212121,7.913921412331423
2.2222222222222223,7.823741897951601
2.323232323232323,9.577347506747065
2.4242424242424243,9.917822712243112
2.525252525252525,9.324650736158091
2.6262626262626263,10.415852238557187
2.727272727272727,8.98765873610994
2.8282828282828283,8.893891074380972
2.929292929292929,10.913090271872782
3.0303030303030303,11.047568094085072
3.131313131313131,11.288880816307053
3.2323232323232323,11.150848790307926
3.3333333333333335,11.665614944078117
3.4343434343434343,12.188795941859263
3.5353535353535355,11.712656964153508
3.6363636363636362,9.607184795739137
3.7373737373737375,12.29620378414744
3.8383838383838382,12.253774352652487
3.9393939393939394,12.85994595933639
4.040404040404041,13.099097823969734
4.141414141414141,14.486024638010836
4.242424242424242,12.537978034054309
4.343434343434343,14.074305713030117
4.444444444444445,13.885692120320176
4.545454545454545,13.630641215569293
4.646464646464646,15.120664330608319
4.747474747474747,16.726449345396215
4.848484848484849,15.97165367826053
4.94949494949495,15.355685115147077
5.05050505050505,16.471269744781576
5.151515151515151,17.127845599171696
5.252525252525253,16.468721372570236
5.353535353535354,16.111458907628137
5.454545454545454,17.572134175412646
5.555555555555555,16.748159258837635
5.656565656565657,17.383883885994717
5.757575757575758,17.592072425191873
5.858585858585858,19.939571232335464
5.959595959595959,18.304907622385983
6.0606060606060606,16.872599464889106
6.161616161616162,18.47072485752575
6.262626262626262,18.5160522445648
6.363636363636363,20.007781857311038
6.4646464646464645,19.06481620713398
6.565656565656566,18.368213798029597
6.666666666666667,18.822248506984714
6.767676767676767,18.953288598575856
6.8686868686868685,19.24534615434975
6.96969696969697,20.988821237422876
7.070707070707071,19.97367830406365
7.171717171717171,21.275091997495586
7.2727272727272725,20.403633071591784
7.373737373737374,21.34987618304819
7.474747474747475,21.175519690480936
7.575757575757575,22.770204517197158
7.6767676767676765,22.992221415225085
7.777777777777778,23.400890570045693
7.878787878787879,23.33996399730718
7.979797979797979,22.05166139009665
8.080808080808081,23.913662933622174
8.181818181818182,21.27295909425905
8.282828282828282,25.347733427291516
8.383838383838384,24.723184401637642
8.484848484848484,23.371042498032246
8.585858585858587,23.615933808270967
8.686868686868687,24.6918632819237
8.787878787878787,24.505260514495333
8.88888888888889,25.931780678565165
8.98989898989899,25.219021966346556
9.09090909090909,25.6815285660335
9.191919191919192,27.69930407592953
9.292929292929292,26.88467994719119
9.393939393939394,25.62552656164667
9.494949494949495,26.559708268223332
9.595959595959595,26.528393739360354
9.696969696969697,27.20066244882095
9.797979797979798,27.24446071742828
9.8989898989899,28.437321579996055
10.0,28.13926558524762
